LZ_Nummer;fach1_id
14927;Q02
70376;S02a
70378;S02a
70379;S02a
1042;"Q02 "
1041;Q02
1044;Q02
1388;F10C
1387;F10C
1386;F10C
45282;F12
15497;F12
688;S02b
689;S02b
690;S02b
6746;S02b
4463;S02b
19957;S02b
19958;S02b
20023;S02b
39989;F11N
39990;F11N
692;S01b
693;S01b
15134;S01b
697;S01b
698;S01b
699;S01b
700;F17
6754;F12
703;F12
704;F12
706;S02b
7464;S02b
705;S02b
19980;S02b
19981;S02b
102194;S02a
710;S02a
712;S02a
713;S02a
715;S02b
716;S02a
20161;S02a
721;S03b
6771;F10
724;S03a
726;S03a
15570;S03a
37428;S03a
725;S03a
727;S03a
729;S03b
732;S03b
733;S03b
734;S03b
6781;F10C
6782;F10C
739;F10B
741;F10C
742;F10C
745;F12
746;F12
747;F10B
752;F12
754;S03b
768;S03b
769;S03b
770;S03b
771;S02b
773;S02b
4464;S02b
775;S01b
777;S01b
778;S01b
780;S03a
781;S03a
782;"F09 "
4514;S03a
4515;S03a
779;S03a
784;S03a
785;S02a
786;S02a
787;S02a
788;S02a
789;S02a
790;S02a
793;S03a
794;S03a
15029;S03a
6827;S03a
1001;F12
1000;F12
999;S02b
998;S02b
4522;S02b
6736;F12
97364;S02b
1006;S02b
1003;F12
102195;S02b
1418;S02b
6732;S02b
1008;S02b
4465;S02b
102196;S02b
1015;S02b
1013;S02b
6839;S02b
4466;S02b
1270;S02b
1020;S02b
1019;S02b
1018;S02b
1017;S02b
1016;S02b
7475;S02b
1029;S02b
1026;S02b
4467;S02b
4521;S02b
37433;S02b
1025;S02b
1021;S02b
37442;F09
1031;S02b
6838;F09
37443;F09
6717;S03a
6716;S02b
1037;S02b
6714;S02b
1039;S02b
6833;S02b
4518;S02b
14899;S02b
14900;S02b
14901;"F17 "
19982;S02b
19983;S02b
1061;S02b
1063;F17
19984;S02b
19985;S02b
15494;S03a
1068;F12
15490;S03a
19970;F09
15491;F09
1069;S03a
1529;FÜ
1531;FÜ
102186;F01
1499;FÜ
1500;FÜ
1501;FÜ
1502;FÜ
1497;FÜ
1496;FÜ
14902;S02b
62344;S02b
62345;S02b
62346;F17
37524;F10A
37525;F10A
37527;F10A
37526;F10
37528;F10
78481;F10
1104;S02b
1105;S02b
1107;S02b
1106;S02b
719;F01
6768;S01b
20547;S01b
1147;F17
1146;F17
1145;F17
1144;F17
2014;S01b
2015;S01b
2016;S01b
87782;S01b
87783;S01b
83219;F14
80176;F14
1089;F14
1093;S01b
1090;S01a
1095;S01b
1094;S01b
1098;S01b
1097;S01b
20227;S01b
20228;S01b
1102;S01b
1101;S01b
20229;S01b
1100;S01b
6905;S02b
1111;S02b
1113;S02b
1114;S02b
6760;S02b
1117;Z02
1115;S02b
4579;S02b
6942;S02b
1119;S02b
1118;S02b
6894;S02b
1140;S03a
1139;S03a
1142;S03a
1148;S01b
1149;S01b
1150;S01b
1151;S01b
1158;S02b
1157;S02b
4578;S02b
1156;S02b
1161;F14
1160;F14
1159;F14
1164;S03b
1165;S03b
1166;S03b
1167;S01b
1169;S01b
1172;S02b
1173;S02b
1171;S02b
1174;S02b
70393;S02b
1180;S03b
1178;S03b
1177;S03b
1184;S02b
1183;S02b
20150;S02b
1197;S02b
1196;S02b
1227;S01b
20149;S01b
20151;S01b
20152;S02b
1199;F11E
1221;F11E
1223;F11E
1225;F11
1791;FÜ
1792;FÜ
1793;FÜ
4459;FÜ
1798;FÜ
1801;FÜ
70390;S02b
70391;S02b
70392;S02b
20153;Q08
20154;Q08
19651;Q08
37573;F11P
37565;F11P
37564;F11P
37481;F11P
19482;F11P
19750;F11P
19483;F11P
19484;F11P
72410;F11P
72411;F11P
19251;F11P
19638;Q09
19448;F19
19254;F11P
19252;Q12
19253;Q09
32404;F11P
19513;S02b
19271;F11K
37465;F11K
20167;F11K
37466;F11K
19780;F11P
19662;F16
19746;S03b
19595;S03b
106660;F16
19639;S03b
37484;F11P
20224;F11P
19263;F11P
19261;F11P
19653;F11P
19745;F11P
37502;F11K
37538;F05H
37539;F05H
37540;F05H
37541;F05H
19390;"Q11 "
19391;Q11
19392;Q11
37472;F11P
19658;F11P
19753;F11P
19659;F11P
37623;Q09
37624;Q09
37625;F11K
37626;F11K
37627;F11K
19401;F11K
19660;F11K
19402;F11K
19407;F11K
19661;F11K
19758;F16
19754;Q11
19515;F16
19757;F11P
19755;F11
19695;F11P
19450;Q12
19451;Q12
19452;Q12
32775;F11K
32621;F11K
19772;F05H
32776;F11K
19552;Q09
19553;Q09
19554;Q09
19834;F02
81691;F02
37505;F02
62110;F02
62111;F02
62112;F02
62113;F02
19512;S02b
19729;F11K
19459;F11K
19458;F11K
19460;F11K
32777;F05T
19646;F05T
19648;F05T
19744;F05T
19655;S03b
19657;S03b
19784;F01
24395;F12
19668;F05H
32622;F05H
37548;F11K
62106;F11K
62107;F11K
62108;F11K
62109;F11K
19605;F11K
19690;S01b
19691;F01
19692;F03
19702;F11P
62102;F11P
62103;F11P
62104;F11P
62105;F11P
19710;F11P
37514;F11K
20199;F11K
20211;F11K
20200;F11K
20201;F11K
20202;F11K
20203;F11K
20210;F11
45137;F16
45138;F16
45139;F05T
45155;Q09
62308;F11K
62309;F11K
62310;F17
45306;F11K
45307;F11K
45308;F11K
45309;F11K
72412;F11P
72413;F11P
72414;F11P
72559;F11P
72560;F11P
62300;F02
62301;F02
62302;F02
45156;Q08
45157;Q08
45158;Q08
45159;Q08
45133;F05T
45134;F05T
45135;F05T
45136;F05T
45181;F05T
45182;F05T
45183;F05T
45184;F05T
19213;Q11
19567;Q11
20222;Q11
19217;Q11
78478;Q11
20223;Q11
32368;Q11
19220;Q11
78479;Q11
19219;Q11
19221;Q11
19222;Q11
20207;S02b
19239;F11M
19234;S02b
19235;F11M
19228;F16
19229;F16
19230;F16
19231;F16
19232;F16
102157;F11M
19256;F11M
19257;F11M
19258;F11M
19269;F11M
19267;F11M
19265;F11M
20174;F11M
19503;F11M
19504;F11M
19506;F11M
19566;F11M
20175;F10A
20176;F11M
19568;F05V
19570;F05V
19571;S03b
19572;S03b
19573;S03b
19574;S03b
19575;S03b
19678;F01
19679;F21
70386;F21
19496;F11M
19498;F11M
19499;F11M
20173;F11M
19502;F11
20172;F05V
20217;F05V
20218;F05V
20213;F05V
45255;F05V
45256;F05V
19284;F05
19549;Q01
19550;Q01
19548;Q01
19292;Q01
19285;F11M
19288;F11M
19289;F11M
19291;F05V
20212;F11M
19473;"Q09 "
19474;Q09
19476;Q09
70370;Q09
19312;F05V
19307;F05V
19321;F05V
70371;F05V
19336;F11N
19337;F11N
19338;F21
19340;F21
19341;F11N
19342;F11N
19350;F05V
19351;F05V
19352;F05V
19378;F02
19374;F02
19375;F02
19379;F02
19507;F05V
19508;F05V
19510;F05V
19511;F05V
19464;S03b
20179;F05K
20204;F19
19466;F19
19404;F19
19467;F19
19406;F19
37563;F11N
62114;F11N
62115;F21
62116;F11N
62117;F11N
62118;F11N
62119;F11N
19520;F11N
19521;F11N
19522;F11N
19524;F11
37583;F11M
62124;F11M
62126;F11M
62127;F11M
19674;S03b
19747;S03b
37576;F05V
62120;F05V
62121;F05V
62122;F05V
62123;F05V
37587;F11M
62129;F11M
62130;F11M
62131;F11M
62132;F11M
62083;F05V
62084;F05V
62085;F05V
62086;F05V
45174;F05V
45176;F05V
45177;F05V
45165;F11N
45166;F11N
45164;F11N
45150;F11M
45151;F11M
45152;F11M
45163;Q09
45104;F02
62313;F02
62314;F02
45837;F05V
45838;F05V
45839;F05V
45840;F05V
45208;F11N
45209;F11N
45210;F11N
45211;F11N
5526;S03b
2579;S03b
2584;S03b
2634;S03b
2635;S03b
2636;S03b
2639;S03b
2641;"F07 "
5572;S03b
2320;S03b
2337;S03b
19736;S03b
5472;S03b
5473;S03b
2341;S03b
5475;S03b
2343;S03b
2345;S03b
2346;S03b
2347;S03b
5480;S03b
2349;S03b
2350;S03b
2351;S03b
2352;S02b
2354;S02b
2353;S02b
2355;S02b
5488;F16
5489;F16
2358;S03b
2359;F11M
5492;F12
2363;F12
2361;F12
2365;F12
78463;S03b
78465;S03b
2367;F16
2368;S02b
2369;S02b
12633;S02b
83228;S03b
83229;S03b
83230;S03b
5503;S03b
5504;S03b
5505;S03b
5506;S03b
5507;S03b
5501;S03b
5508;D1
5509;S03b
5510;S03b
5511;S03b
5512;S03b
5513;F06
5514;F06
5515;F06
2454;S01b
7474;S01a
5968;S01a
2455;S01b
2458;S01b
5521;S01b
5522;S01b
5523;S01b
2463;F17
2588;S02b
5531;S02b
5532;S02b
5533;F16
2595;F16
7471;F16
2597;F16
2598;F16
2599;S02b
2600;S02b
12634;S02b
2603;S01a
2604;S01a
2605;S01a
2611;S03b
2612;S03b
5545;S03b
5546;S03b
5547;F16
2617;F16
5568;S03a
3965;S03a
3967;S03a
5571;S03a
78464;S03a
2627;S03b
5550;S03b
10484;S03b
8238;F12
5564;F09
2664;S03b
2666;S03b
2667;S03b
2669;S03b
70350;F17
2671;F17
70351;F17
2678;F09
8245;S03b
4479;FÜ
4478;FÜ
83082;F01
83083;F01
83231;F01
40714;FÜ
3700;FÜ
40715;FÜ
40716;FÜ
40717;FÜ
40718;FÜ
40719;FÜ
40720;FÜ
40721;FÜ
4497;FÜ
4498;FÜ
4501;FÜ
102138;F12
102147;F12
102150;F12
102153;F12
102139;F12
102140;F12
102141;F12
102142;F12
102143;F12
102145;F12
102146;F12
102148;F12
102149;F12
102151;F12
102152;F12
102154;F12
6950;S04a
6987;S04a
45283;S04a
3349;S04b
3351;Q02
3352;Q02
3353;Q02
3354;Q02
19927;Q02
3355;S04b
3356;S04b
7393;S04b
19928;S04b
78475;S01b
78476;S01b
78477;S01b
3367;F03
7022;S04b
3366;S04b
7033;S04b
19929;F03
12706;Q03
7031;"Q03 "
19923;S04b
7019;Q06
3372;Q06
7437;Q06
19936;Q06
7017;S04b
7018;S04b
3377;S04b
92494;S04b
19931;S04b
70388;S04b
3378;S04b
2697;S04b
12723;S04b
3383;S04b
3384;S04b
6981;S04b
12724;S04b
19937;S04b
3386;F03
7013;F03
19938;F03
37340;S04b
19940;S04b
6978;S04b
3389;S04b
3387;S04b
19935;S04b
87795;Q03
3390;S04b
3391;S04b
19932;S04b
19934;S04b
3392;S04b
3393;S04b
3394;S04b
15480;Q03
19924;Q03
31748;Q03
83233;F01
7006;S04a
78502;S04a
37405;F12
7005;F12
6971;F12
19926;F12
78470;F12
37406;F12
3406;F11E
78497;F11E
78498;F11E
78500;F11E
6966;Q10
6967;Q10
7001;Q10
3414;Q10
6999;Q10
19943;Q10
37338;Q10
19944;S04b
3416;S04a
3417;S04a
6963;S04a
37341;S04a
3422;F18
3420;F18
3421;F18
19941;F18
19942;F18
3423;F18
6960;S04a
3427;S04a
3425;S04a
6959;S04a
97362;S01b
7404;S04a
6957;S04a
3429;S01b
12739;S01b
6991;Z01
6992;Z01
19946;Z01
6956;S04a
37339;F18
6955;F18
6990;F18
6989;F18
19947;F18
19948;F18
6954;F18
6988;S04b
15484;S04b
6952;S04b
92495;S04b
37342;S04b
6985;F19
3452;F19
4537;FÜ
4499;FÜ
4295;FÜ
4541;FÜ
4542;FÜ
4544;FÜ
4545;FÜ
4546;FÜ
4543;FÜ
4547;FÜ
20652;Q03
20653;Q03
20654;Q03
20655;Q03
3359;S01b
7034;S01b
7023;S01b
7035;S01b
19945;F11E
3464;S04b
3465;S04b
3466;S04b
87771;Q01
3468;Q01
3469;Q01
3471;Q01
7495;Q01
7260;Q01
10136;Q01
102178;Q01
92496;S02b
92497;S02b
83089;S02b
3508;S04b
3506;S04b
3507;S04b
3936;S04b
7509;S04b
3513;S02b
7506;S04a
3512;S04a
102160;Q01
102161;Q01
3516;Q01
3515;Q01
20029;Q01
3521;S04b
8535;S04b
3522;S04b
3525;S04b
3523;S04b
3526;F19
83244;S01b
3532;Q01
3533;Q01
3531;Q01
3534;Q01
3535;S01b
102179;Q01
3540;Q01
3538;Q01
102163;Q01
3542;Q01
3545;Q01
3546;Q01
78504;F17
78505;F17
78506;F17
3550;Q01
3551;Q01
3554;S04a
12637;S04a
3556;S04a
3564;Q01
3562;Q01
3565;Q01
102166;Q01
102167;Q01
3568;Q01
3569;Q01
3571;Q01
3572;Q01
45206;Q01
78496;S01b
3578;Q01
3577;S04a
3579;S04a
3582;Q01
3580;S04a
3581;S04a
3583;S04a
3933;"Q02 "
3934;S04a
3938;S04b
3940;S04b
3941;S04b
3937;S04b
3942;Q01
3944;Q01
3943;Q01
3945;Q01
3946;Q01
3948;Q01
3950;Q01
3947;Q01
3951;Q01
5008;Q01
5010;Q01
5011;Q01
5009;Q01
3956;Q01
9034;S02b
9035;S02b
62039;Q01
92498;S02b
92499;S02b
78487;S02b
78492;Q01
78493;Q01
78491;FÜ
84005;Q02
84006;Q02
84007;Q02
3587;S03b
3591;S03b
3588;S03b
3590;S03b
3593;S01b
3594;S01b
3595;S01b
3598;S02b
3596;S02b
3599;S02b
3597;S02b
3602;F11H
3600;F11H
3601;F11H
7076;S02b
7106;S02b
7075;S02b
3608;S01b
3609;S01b
3607;S01b
3610;S01b
3614;S01a
3612;S01a
3613;S01a
3611;S01a
3616;S01a
3615;S01a
3618;S01a
3619;S01a
3617;S01a
3620;F13
3621;F13
3622;F13
3624;F13
3623;F13
4554;FÜ
4555;FÜ
4552;FÜ
4293;FÜ
4556;FÜ
3625;D1
3626;F11H
3628;F11H
3627;F11H
7058;F13
7059;F13
92486;S01b
92485;S01b
3633;S02b
3634;S02b
3636;S02b
92487;S01b
83238;S02b
3642;F11H
3643;F11H
3641;F11H
4513;F11H
20038;F11H
92488;F11H
3646;F11H
3645;F11H
83240;S01b
3650;S01b
92490;S01b
92489;S01b
3653;S02b
3839;S02b
3840;S02b
3841;S02b
3842;S02b
3843;F17
3844;F17
3845;F17
3846;S01b
3847;S01b
3848;S01b
3849;S01b
3850;S01b
97631;Q04
97632;Q04
97633;Q04
3855;Q04
3856;Q04
3857;Q04
3858;Q04
7138;S02b
3859;Q04
3860;Q04
3871;Q04
3862;Q04
3863;Q04
3864;Q04
3865;Q04
3866;Q04
3868;Q04
3869;Q04
3870;Q04
3872;Q04
78482;Q04
99300;Q04
78484;Q04
99301;Q04
78483;Q04
3883;S03b
3884;S03b
3886;S03b
3887;F16
3889;F16
4144;F16
3890;F13
3891;F13
3892;F13
3893;Q04
3894;Q04
3895;Q04
7170;Q04
3897;Q04
3898;Q04
7174;Q04
3906;F16
3907;F16
3908;F16
3909;Q04
3910;Q04
3911;Q04
7182;F16
3914;F16
3977;S02b
4142;S02b
4143;S02b
3918;F13
3919;F13
3920;F13
3921;F13
3922;F13
3923;F13
4505;Q04
4506;Q04
4575;FÜ
4576;FÜ
4511;FÜ
4512;FÜ
4557;FÜ
4558;FÜ
4559;FÜ
4560;FÜ
4561;FÜ
4562;FÜ
4563;FÜ
4564;FÜ
4565;FÜ
4566;FÜ
4567;FÜ
4568;FÜ
3873;Q04
1234;Q04
1235;Q04
99298;Q04
99299;Q04
20148;F11E
15236;F11E
15237;F11E
15164;Q02
15165;Q02
15166;Q02
15312;Q02
15161;Q02
15163;Q02
15205;S01b
15216;S01b
15217;S01b
15785;S01b
15221;S02b
15218;F11M
15219;F11M
15220;F11M
19779;F11M
15044;F11M
15042;F11M
15043;F11M
15041;F11M
37407;S01b
15960;Q04
15961;Q04
15962;Q04
15963;F11H
15364;Q09
15423;Q09
15335;Q09
15371;Q09
45096;Q09
15228;F19
15229;F19
19099;F19
15226;F19
15244;F19
19798;F19
15238;F19
15051;F14
15052;F14
15172;F14
15053;F14
15413;"F02 "
15414;"Q08 "
24015;Q08
15416;Q08
37544;Q08
15412;Q08
15418;Q08
15421;Q08
15419;Q08
15420;Q08
15422;Q08
15058;F16
15059;F16
15060;F16
15061;Q11
15062;Q11
15379;Q08
15382;Q08
15381;Q08
19831;Q08
15383;Q08
15380;Q08
15384;Q08
15376;Q08
15377;Q08
15378;Q08
15063;Q11
15064;Q11
15065;Q11
20069;S01b
20220;S01b
15068;S01b
15173;S01b
15067;S01b
15069;S01b
15365;F13
15366;F13
15368;F13
15187;Q08
15189;Q09
15191;Q09
15193;Q09
15194;Q08
97630;F12
15407;F12
15406;F12
70141;F13
70142;F13
70143;F13
15175;F02
15176;F02
19813;F02
19814;F02
15178;F02
19852;Q08
19845;Q08
19850;F01
15119;Q08
15120;FÜ
19824;F02
19826;F02
15389;F02
15390;F02
19828;F02
19821;F02
19082;F19
19083;F19
19084;F19
19081;F19
15251;F11H
15252;F11H
15397;S04b
15398;S04b
15399;S04b
15451;F11P
70139;F11P
70140;F11P
20155;FÜ
20156;FÜ
20157;FÜ
20158;FÜ
97635;Q08
97636;Q08
97637;Q08
97627;F02
97628;F02
97629;F02
97624;F02
97625;F02
97626;F02
9092;F07
9091;F11M
9093;F07
19079;S03b
15139;S03b
15140;S03b
78490;F07
15362;S02b
15363;S02b
15964;S02b
15261;S02b
15263;S02b
15265;S02b
20134;F11E
20135;F11E
20136;F11E
15177;"F12 "
15309;F12
15310;F12
15611;F07
15612;F07
15609;F07
15608;F07
70381;S04a
15148;S04a
15149;S04a
70387;S04a
15150;S04a
15136;Z01
15190;Z01
15192;Z01
15137;FÜ
15141;S03b
15142;S03b
15144;S03b
15145;S03b
15275;S03b
15276;S03b
15146;S03b
15283;S03b
15278;S03b
15280;S03b
15270;Z01
15293;Z01
15294;Z01
15323;Z01
15324;Z01
15325;Z01
15169;S01b
15170;S01b
15171;S01b
15504;F11E
19080;F11E
15501;F11E
15503;F11
15359;Z01
15361;Z01
15360;Z01
15199;S02b
83245;S01b
83213;S01b
15203;S02b
15319;S02b
15320;S02b
15321;S02b
15597;F07
15598;F07
15599;F07
15350;F07
15349;F07
15600;F07
15601;F07
15602;F07
15606;F07
15618;F07
15352;F07
15354;F07
15619;F07
15356;F07
15620;F07
15281;S03b
15206;S03b
15207;S03b
15326;Z01
15327;Z01
15328;Z01
20006;F12
20007;F12
20008;F12
70354;F12
15471;F12
45289;F12
15470;F12
15966;F12
15968;F12
15245;Q11
15246;Q11
15257;F17
15258;F17
15259;F17
15260;F17
19095;FÜ
19098;FÜ
19097;FÜ
15443;FÜ
19764;FÜ
19765;FÜ
19076;S03b
19078;S03b
15615;F21
15617;F21
15613;F21
97358;F11E
97359;F11E
97360;F11E
97361;F11E
97366;S03b
97367;S03b
15277;S03b
15033;F16
15034;F16
15035;F16
15036;F16
2257;F11K
2294;F11K
2295;S03b
2188;F01
2244;F19
83241;F19
2492;S01b
2497;S01b
2499;S01b
2500;S01b
2501;S01b
7390;S01b
2138;F11K
2143;F11K
2770;F11K
2124;F17
2125;F17
2161;S03b
2162;S03b
2146;F11K
2370;F11K
2400;F11K
2151;S03b
2152;S03b
2154;S03b
2555;S03b
2567;S03b
7369;S03b
2557;S03b
2558;S03b
2559;S03b
2560;S03b
2566;S03b
37421;Q10
2163;Q10
2164;Q10
2166;Q10
37432;S02b
2170;S02b
2573;S02b
2172;F13
2201;S01b
2204;S01b
2205;F11K
2481;S01b
7365;S01b
2195;S01b
2196;S01b
2197;S01b
2198;S01b
7364;S01b
2473;S01a
2476;S01a
2206;S01b
2207;S01b
2208;S01b
2210;S01b
2211;S01b
2212;S01b
2213;S01b
2561;S03b
2563;S03b
2779;S03b
2780;S03b
2227;S01b
2228;S01b
2229;S01b
2231;S01b
2232;S01b
2233;S01b
2234;S01b
2302;F11
2321;F11
2299;F11
2301;F11
2304;F11K
2305;F11K
2306;F11K
2308;F11
2312;F11
2307;F11
2478;S01b
7347;S01b
2479;S01b
20494;S01b
20500;S01b
2482;F11K
2486;F11K
2502;F11K
2503;Z02
2493;F11
2494;F11
2496;F11
2511;F11
2510;F11
2504;S01b
2506;S01b
2507;S01b
2512;S01b
2513;S01b
7403;S01b
7402;S01b
2517;S01b
2518;S01b
2519;S01b
2520;D1
2521;S01b
2522;S01b
2523;S01b
2525;S01b
2528;S01b
7368;S01b
2524;S01b
2526;S01b
2529;S01b
2531;"Q08 "
2544;S02b
2545;S02b
2541;F11
2546;S01b
2644;S01b
2548;S01b
2550;S01b
2648;S01b
2203;S01b
83234;F11K
83236;F11K
83237;F11K
83235;F01
3879;S03b
3880;S03b
3881;S03b
3882;S03b
2252;S03b
2752;S03b
37440;F10B
37497;F10B
37498;F10B
37499;F10B
37500;F10B
1985;S02b
1986;S02b
1987;S02b
15489;S02b
1989;S02b
1990;S02b
1991;S02b
3441;S02b
62243;F19
3333;F19
3334;S01b
3335;S01b
3336;S01b
3337;F19
3338;F19
2006;S04b
2284;Q02
2007;S04b
12749;S04b
1998;S03b
2000;S01b
1999;S01b
2001;S01b
2003;F17
3477;F11M
2072;S01b
2074;S01b
2076;S01b
2764;S01b
3476;S01b
2011;S02b
2013;S02b
2700;S02b
2273;S01b
2274;S01b
2275;S01b
3834;F11M
3835;F16
3836;F11M
3837;F11M
2726;S03b
20037;S03b
3346;F08
3347;F08
24017;F08
3832;F08
2034;S02b
2035;S02b
12692;S02b
2036;S02b
2044;S01b
3972;S01b
83205;S02b
83206;F11E
2046;S01b
2682;F11M
2683;F11M
2059;S01b
2061;S01b
7429;S01b
2253;S03b
2753;S03b
2754;S03b
2756;S03b
2757;S03b
15589;S03b
2755;S03b
2761;S03b
3489;S03b
3494;S03b
2256;S03b
2731;S03b
2733;S03b
2734;S03b
3472;S03b
2261;"Q10 "
2262;Q10
2265;Q10
2267;Q10
62312;S01b
2692;S01b
3345;S01b
3461;S01b
3462;S01b
7362;F11E
7363;F11E
8541;F11E
2280;F11M
2281;F11M
2282;F11M
2283;F16
2279;S03b
2741;S03b
12697;S03b
20039;S03b
2288;F13
2289;F13
2290;F13
2291;F13
20178;F17
2762;F17
2655;F13
7359;F17
3463;F11E
70395;F11E
70396;F11E
70397;F11E
70398;F11E
61991;F11
2709;F11
8601;F11
2713;F11
2714;F11
2704;F11
3959;F11M
3960;F11M
3961;F11M
3962;F11
3480;S03b
3481;S03b
3482;S03b
3483;S03b
3484;S03b
3485;S03b
83086;S02b
83087;S02b
83088;S02b
4700;S01b
4621;S01b
4692;S01b
4610;S01b
4613;S01b
4615;F11P
8878;S01b
4901;F01
4902;F03
4903;F03
4905;F03
4982;"F20 "
6073;F20
4986;S01b
4984;S01b
4626;S03b
4627;S03b
4629;S03b
4631;S03b
4632;S03b
4634;"F16 "
4636;F16
5417;S01b
5418;S01b
5419;S01b
6128;S01b
4643;F17
4891;F17
4646;S01b
4647;S01b
4648;S01b
20026;S01b
4743;F02
5290;F02
5279;F11
87767;S03b
87960;S03b
5404;S03b
5406;S03b
5407;S03b
5408;S03b
5409;S03b
5394;S03b
5427;S03b
5392;F12
5428;S02b
5173;S03b
4685;S02b
4688;S02b
4689;S02b
4673;F11P
20024;F11P
20025;F11P
20205;F11P
20206;F11P
4701;S01b
87792;S02b
87794;S02b
4698;S01b
4699;S01b
4704;S02b
4705;S02a
4706;S02a
5082;S02b
5085;S02b
5086;S02b
5088;S02b
5091;S02b
5093;S02b
4736;S01b
6067;S01b
4737;S01b
4738;S01b
5402;S01b
5295;S01b
5296;S01b
5297;S01b
5298;S01b
8879;F11P
7415;F11P
12751;F11P
7414;F11P
5420;F08A
5421;F08A
6047;S03b
5422;F08
4729;F11P
4733;F11P
4732;F11P
4748;S03b
5274;S03b
5275;S03b
7407;F11P
6106;F11P
6109;F11P
12650;F08
24018;F08
12649;F08
12655;F11
12656;F11
12654;F11
6120;F11P
6122;F11P
6089;Q11
6090;Q11
6094;Q11
12653;F11
12651;F11
12652;F11
10319;FÜ
12671;FÜ
87956;F11P
87957;F11P
87958;F11P
87959;F11P
87770;S03b
5405;S03b
5219;S03b
5220;S03b
5221;S03b
5089;S01b
5094;S01b
5095;S01b
5096;S01b
6071;S01b
19961;S01b
5097;S01b
5098;S01b
5099;S01b
5100;F11N
5361;F11N
19962;S01b
5200;S03b
5223;"Q11 "
5224;Q11
45231;F13
5193;F13
19225;F13
15623;F13
5190;F13
5339;S03b
5343;S03b
5344;S03b
5345;S03b
4895;S02b
4894;S02b
4900;S02b
4912;F11N
4915;S01b
7496;F11N
5876;F11N
4918;F11N
4969;S01b
4967;S01b
4968;S01b
4931;S01b
102188;F11
4926;F11N
4924;F11N
4925;F11N
4927;F11N
4928;F11N
7497;F11N
4929;F11N
5305;F11N
5201;S03b
5202;S03b
45266;F13
45267;F13
45268;F13
4960;F13
4707;S02a
4970;S01b
4972;S01b
5172;S01b
4971;S01b
5331;S02b
5195;S02b
5196;S02b
5197;S02b
5952;S01b
4988;S01b
4989;S01b
4990;S01b
4991;S01b
4992;S01b
4993;S01b
4995;S01b
5034;F17
5037;F17
5039;F17
5211;S03b
5210;S03b
5209;S03b
5205;S03b
5203;S03b
5204;S03b
5208;S03b
5206;S03b
5068;F11N
5069;F11N
5070;F11N
5071;F11N
5072;F11N
5073;F11N
5074;F11
5075;F11
5076;F11N
5349;F11N
5350;F11N
5103;S01b
5105;S01b
5107;S01b
5108;S01b
5153;S01b
5337;F01
5140;F17
5144;F17
5145;F17
37483;S01b
5163;F11N
5396;F11N
5397;F11N
5375;F11
5376;F11
5377;F11
5378;F11
12675;FÜ
88266;Q11
32663;"F16 "
32664;F16
32665;F16
32466;S01b
32467;S01b
32687;S01b
32823;"F08 "
32824;F08
32648;F06
32649;F06
32652;"Q09 "
32653;Q09
37463;F06
37529;F06
37462;F06
32617;F06
32668;F08
32669;F08
32820;F08
32821;F08
32822;F08
37458;F08
32614;"Q11 "
32615;Q11
32482;S03b
32483;S03b
32814;S03b
32951;Q11
32526;Q11
32527;Q11
33505;F08
33498;F08
33499;F03
33500;D1
33496;F08
33497;F08A
46005;F08A
32625;S03b
32626;S03b
32974;F08
32973;F08
32607;F11E
32608;F11E
32609;F11E
32810;F11E
32811;F11E
32710;F05V
32711;F05V
32812;F11E
32681;F05M
32682;F05M
37485;F05M
32715;F02
32716;F02
32831;F02
32832;F02
46153;F02
46154;F02
32718;F02
32721;F02
33891;Q11
33890;Z03
33892;Z03
33893;Z03
33504;F08
45288;F08
32698;F05M
32700;F05M
37486;F05M
32675;F05M
32676;F05M
32857;F05U
32988;F15
32990;F15
32997;F15
33874;F15
46155;F15
32628;S03b
32630;S03b
32631;S03b
32632;S03b
32635;S03b
32637;S03b
32638;S03b
32639;S03b
32640;S03b
32643;S03b
32644;S03b
32645;S03b
32646;S03b
32647;S03b
32712;F04
32713;F04
32695;F04
32699;F04
32701;F04
45291;F04
32705;F04
32707;F04
45292;F04
32876;F08
62156;F08
62157;F08
62158;F08
62159;F08
32930;F08
62160;F08
62161;F08
62162;F08
62163;F08
33907;F04
62152;F04
62153;F04
62154;F04
62155;F04
33906;F08
62164;F08
62165;F08
62166;F08
62167;F08
44076;F08
44077;F08
44078;F08
45140;F16
45141;F16
45142;F16
45123;Q11
45125;Q11
62347;F08
45110;F08
45111;F08
45170;F08
62332;F08
45167;F04
45169;F04
45310;F04
45311;F04
45312;F04
45313;F04
102168;FÜ
102171;FÜ
102172;FÜ
102169;FÜ
102175;FÜ
60608;"F10 "
60609;F10
60610;F10
60555;F10
60607;F10
62244;"F03 "
62246;F03
62247;F03
60562;"Q03 "
60563;Q03
60589;Q03
60650;Q03
60651;Q03
60561;Q03
60545;"Q12 "
60546;Q12
60556;Q03
60558;Q03
60575;Q03
60438;F01
60439;F01
60440;F01
60441;F01
60442;"F01 "
60443;F01
62070;F01
60445;F01
62071;F01
60446;F01
60447;F01
60448;F01
60449;F01
60463;F01
60613;F01
60464;F01
60465;F01
60454;F01
60455;F01
60456;F01
60576;"F02 "
60578;F02
60579;F02
60580;F02
60581;F02
60583;F02
60584;F02
60585;F02
60586;F02
60536;F02
60537;F02
60538;F02
60539;F02
60540;F02
60582;F02
60541;F02
